cu31924087948174_0035.png,83437,"{}",4,0,"{""name"":""rect"",""x"":109,""y"":2116,""width"":1197,""height"":86}","{""text"":""footnote""}"
cu31924087948174_0035.png,83437,"{}",4,1,"{""name"":""rect"",""x"":105,""y"":147,""width"":1187,""height"":1953}","{""text"":""introduction""}"
cu31924087948174_0035.png,83437,"{}",4,2,"{""name"":""rect"",""x"":95,""y"":82,""width"":52,""height"":48}","{""text"":""page_number""}"
cu31924087948174_0035.png,83437,"{}",4,3,"{""name"":""rect"",""x"":628,""y"":82,""width"":125,""height"":42}","{""text"":""title""}"
cu31924087948174_0040.png,80621,"{}",4,0,"{""name"":""rect"",""x"":119,""y"":163,""width"":1163,""height"":1867}","{""text"":""introduction""}"
cu31924087948174_0040.png,80621,"{}",4,1,"{""name"":""rect"",""x"":1226,""y"":78,""width"":72,""height"":72}","{""text"":""page_number""}"
cu31924087948174_0040.png,80621,"{}",4,2,"{""name"":""rect"",""x"":536,""y"":87,""width"":354,""height"":34}","{""text"":""title""}"
cu31924087948174_0040.png,80621,"{}",4,3,"{""name"":""rect"",""x"":111,""y"":2038,""width"":1205,""height"":161}","{""text"":""footnote""}"
cu31924087948174_0051.png,64125,"{}",11,0,"{""name"":""rect"",""x"":121,""y"":1299,""width"":559,""height"":885}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,1,"{""name"":""rect"",""x"":727,""y"":1296,""width"":561,""height"":861}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,2,"{""name"":""rect"",""x"":215,""y"":1204,""width"":291,""height"":32}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,3,"{""name"":""rect"",""x"":605,""y"":1184,""width"":572,""height"":51}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,4,"{""name"":""rect"",""x"":1242,""y"":1089,""width"":36,""height"":29}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,5,"{""name"":""rect"",""x"":120,""y"":774,""width"":887,""height"":355}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,6,"{""name"":""rect"",""x"":1239,""y"":669,""width"":38,""height"":27}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,7,"{""name"":""rect"",""x"":1237,""y"":363,""width"":37,""height"":35}","{""text"":""undefined""}"
cu31924087948174_0051.png,64125,"{}",11,8,"{""name"":""rect"",""x"":114,""y"":187,""width"":904,""height"":522}","{""text"":""undefined""}"
