sophokle1v3soph_0011.png	706 247 1366 294	ZUR ERSTEN AUFLAGE.
sophokle1v3soph_0011.png	1865 255 1934 290	VII
sophokle1v3soph_0011.png	147 373 1938 448	sung auf den besondern Charakter der Rede, die Gestaltung
sophokle1v3soph_0011.png	145 451 1933 516	und den Zusammenhang der Gedanken, den individuellen Ton
sophokle1v3soph_0011.png	144 521 1933 591	und die jedesmalige Färbung, die feinen Berechnungen und
sophokle1v3soph_0011.png	147 591 1934 662	gemessenen Beziehungen, endlich die künstlerischen Motive
sophokle1v3soph_0011.png	147 664 2000 730	des Dichters. Unmöglich darf auch nur die Schule bei dem
sophokle1v3soph_0011.png	136 735 1934 802	nächsten Wortverständnisse stehen bleiben. Ist ein Gymna-
sophokle1v3soph_0011.png	118 807 1936 873	siast nach langen mühevollen Jahren so weit vorgerückt, dass
sophokle1v3soph_0011.png	147 878 1936 944	er unter verständiger Anleitung zum Sophokles Zutritt er-
sophokle1v3soph_0011.png	146 950 1940 1015	langt, so darf er auf etwas mehr Anspruch machen, als den
sophokle1v3soph_0011.png	146 1021 1944 1085	Dichter als Beispielsammlung syntaktischer oder metrischer
sophokle1v3soph_0011.png	145 1091 1938 1158	Regeln oder als Anknüpfungspunkt philologischer Gelehrsam-
sophokle1v3soph_0011.png	145 1161 1941 1227	keit gemissbraucht zu sehen. Mindestens soll ihm dann eine
sophokle1v3soph_0011.png	144 1231 1943 1299	Vorahnung gegeben werden von dem innern Kern tiefsinniger
sophokle1v3soph_0011.png	144 1302 1940 1370	Kunstschöpfungen, damit er ausser Wörtern und Phrasen
sophokle1v3soph_0011.png	147 1373 1939 1433	auch eine dauernde Liebe zu den Alten, die ihn zu dem
sophokle1v3soph_0011.png	148 1445 1939 1511	Quell seiner Bildung zurückzieht, mit ins Leben nimmt. Da-
sophokle1v3soph_0011.png	145 1517 1941 1582	her verlangen neben der gründlichsten sprachlichen und histo-
sophokle1v3soph_0011.png	144 1588 1943 1654	rischen Erklärung die poetischen und rhetorischen Kunst-
sophokle1v3soph_0011.png	147 1660 1943 1712	schönheiten die volle Aufmerksamkeit. Auf diese im Einzelnen
sophokle1v3soph_0011.png	143 1731 1943 1797	hinzudeuten und stets den Zusammenhang zu vergegenwär-
sophokle1v3soph_0011.png	146 1803 1942 1869	tigen, ist ein Hauptzweck der Anmerkungen, während Gestal-
sophokle1v3soph_0011.png	147 1875 1942 1940	tung und Tendenz des Ganzen anschaulich zu machen Auf-
sophokle1v3soph_0011.png	147 1946 1947 2013	gabe der Einleitungen zu den einzelnen Stücken ist. Ausser
sophokle1v3soph_0011.png	148 2017 1941 2081	einer übersichtlichen Entwicklung des Ganges der Dramen
sophokle1v3soph_0011.png	146 2088 1943 2154	mussten dort der mythische Stoff und die seiner künstlerischen
sophokle1v3soph_0011.png	151 2160 1942 2224	Gestaltung zu Grunde liegenden sittlichen und dichterischen
sophokle1v3soph_0011.png	147 2231 1942 2295	Motive entwickelt werden. Die allgemeine Einleitung kann
