Wecklein1894_0007.png	292 331 2512 417	bald auf der Spähe, um den Urheber feſtzuſtellen und Be⸗
Wecklein1894_0007.png	291 436 2513 525	deutung und Zweck der That auszukundſchaften. Damit beginnt
Wecklein1894_0007.png	292 541 789 627	die Handlung.
Wecklein1894_0007.png	471 646 2511 733	Schon bei Homer (vgl. beſonders H 196 ff., P 634, H 288,
Wecklein1894_0007.png	292 752 2512 843	N 312 f.) ſind die Grunbzüge der Charakteriſtik des Helden
Wecklein1894_0007.png	293 859 2515 947	vorgezeichnet. Bei Sophokles ſind dieſe Züge zur Entwicklung
Wecklein1894_0007.png	293 965 2514 1053	der Kataſtrophe und zur ethiſchen Motivierung des Untergangs
Wecklein1894_0007.png	294 1072 2514 1159	des herrlichen Mannes geſteigert einerſeits zu eiferſüchtigem
Wecklein1894_0007.png	295 1177 2510 1266	Ehrgefühl, andrerſeits zu Vermeſſenheit, ſtarrſinnigem Trotz,
Wecklein1894_0007.png	295 1282 2514 1371	maßlosem Selbſtgefühl ohne Sinn für die Schranken des menſch⸗
Wecklein1894_0007.png	296 1388 2513 1477	lichen Daſeins, welche die Gottheit, welche die Mitwelt ſetzt.
Wecklein1894_0007.png	294 1495 2511 1583	Dafür hat Sophokles, um das Intereſſe nicht abzuſchwächen,
Wecklein1894_0007.png	297 1602 2516 1689	das Spröde und Schroffe des Charakters durch eine liebens⸗
Wecklein1894_0007.png	296 1708 2517 1796	würdige Seite und zarte Gefühle der Zuneigung und Freund⸗
Wecklein1894_0007.png	296 1814 2515 1904	ſchaft in dem Verhältnis des Aias zu ſeiner Gemahlin Tekmessa,
Wecklein1894_0007.png	296 1921 2520 2010	ſeinem Sohn Euryſakes, ſeinen Mannen, ſeiner Heimat, zu
Wecklein1894_0007.png	297 2027 2519 2121	ſeinem Vater Telamon und ſeiner Mutter Eriböa gemildert. -
Wecklein1894_0007.png	297 2121 2522 2221	Eine Homeriſche Überlieferung ist auch der Streit um die
Wecklein1894_0007.png	298 2241 2522 2326	Waffen des Achilleus und der Tod des Aias als Folge dieſes
Wecklein1894_0007.png	299 2348 2523 2434	Streites ( λ 543 ff.). - Die weitere Ausſchmückung und nähere
Wecklein1894_0007.png	300 2445 2520 2547	Motivierung dieſer Sage ſowie der Selbſtmord des Aias ge⸗
Wecklein1894_0007.png	300 2547 2520 2647	hören dem nachhomeriſchen Epos an. Nach der Äthiopis des
Wecklein1894_0007.png	298 2666 2523 2756	Arktinos von Milet (um 770 v. Ehr.) entſteht ein Kampf um
Wecklein1894_0007.png	300 2772 2525 2859	die Leiche des Achilleus: Aias trägt die Leiche davon, während
Wecklein1894_0007.png	300 2880 2525 2967	Odyſſeus die Feinde abwehrt. Nach den Leichenſpielen werden
Wecklein1894_0007.png	303 2985 2526 3072	die Waffen des Achilleus von ſeiner Mutter Thetis als Preis
Wecklein1894_0007.png	303 3092 2528 3180	ausgeſetzt; Aias und Odyſſeus bewerben ſich darum. Man
Wecklein1894_0007.png	304 3198 2526 3286	überträgt die mißliche Entſcheidung troiſchen Kriegsgefangenen,
Wecklein1894_0007.png	303 3304 2530 3390	welche angeben ſollen, wer von beiden den Troianern mehr
Wecklein1894_0007.png	305 3411 2529 3499	Unheil zugefügt habe. Dieſe nennen den Odyſſeus. Der ge⸗
Wecklein1894_0007.png	308 3516 2529 3606	kränkte Aias zieht ſich zurück und erſticht ſich am nächſten
Wecklein1894_0007.png	307 3623 2529 3710	Morgen mit ſeinem Schwerte. - In der „kleinen Jlias des
Wecklein1894_0007.png	305 3730 2527 3819	Lesches von Mytilene (um 660 v. Ehr.) belauſchen Späher,
Wecklein1894_0007.png	307 3836 2532 3923	welche bei dem Streit um die Waffen ausgeſchickt werden, um
Wecklein1894_0007.png	310 3942 2534 4029	das Urteil der Troianer auszukundſchaften, zwei troianiſche
Wecklein1894_0007.png	309 4050 2533 4135	Jungfrauen, wie sie über das Verdienſt bei der Rettung der
Wecklein1894_0109.png	297 157 414 220	106
Wecklein1894_0109.png	1312 155 1559 225	Anhang.
Wecklein1894_0109.png	294 323 2510 394	fehlende Vers τὸ μὴ φρονεῖν γὰρ κάρτ’ ἀνώδυνον κακόν iſt von Valckenaer
Wecklein1894_0109.png	296 411 2511 482	als Randbemerkung erkannt worden. 571 hat Elmsley als unecht er⸗
Wecklein1894_0109.png	296 501 1424 571	kannt. 573 μήτε f. μήθ’ ὁ Schäfer.
Wecklein1894_0109.png	438 590 2513 661	601 Ἰδᾷδι f. Ἰδαῖαι Bergk. - λειμῶνι πάγων ἑλείων f. λειμώνια
Wecklein1894_0109.png	301 678 2513 748	(d. i. λειμῶνι, λειμῶνα) ποίαι μήλων. 603 εὐνῶμαι f. εὐνόμᾳ (Triklinios
Wecklein1894_0109.png	297 766 2516 837	εὐνώμᾳ) Bergk. 610 ὤμοι f. ἰώ μοι μοί (ἰώ μοι) Brunck. 616 χεροῖν
Wecklein1894_0109.png	300 856 2516 926	f. χερσὶν u. μεγίστας f. μέγιστ’ Triklinios. 624 σύντροφος f. ἔντροφος
Wecklein1894_0109.png	300 944 2514 1014	Rauck. 625 λευκὰ f. λευκῷ Schneidewin. 631 χερόπλακτοι f. χερόπληκ-
Wecklein1894_0109.png	300 1033 2517 1105	τοι Erfurdt. 633 ἄμυγμα f. ἀμύγματα Bothe. 635 ὁ νοσῶν f. ἢ νοσῶν
Wecklein1894_0109.png	300 1121 2515 1192	Lobeck. 636 εὖ f. ἐκ Burges. 645 δίων f. αἰών Reiske. 656 ἐξα-
Wecklein1894_0109.png	301 1210 2514 1283	λύξωμαι f. ἐξαλεύσωμαι Heſych. 668 μήν f. μή Linwood. 675 ἐκ f.
Wecklein1894_0109.png	302 1299 2516 1372	ἐν Bothe. 678 λέγω f. ἐγώ. 685 τάχους f. τέλους Hartung. 692 σεσω-
Wecklein1894_0109.png	301 1390 923 1458	μένον f. σεσωσμένον.
Wecklein1894_0109.png	450 1477 2518 1549	704 εὔγνωτος f. εὔγνωστος. Vgl. den Commentar zu 717 u. curae
Wecklein1894_0109.png	307 1567 2519 1638	epigr. S. 60. 714 μαραίνει f. μαραίνει τε καὶ φλέγει Heath. 715 ἀναύ-
Wecklein1894_0109.png	306 1656 2519 1728	δατον φατίσαιμ’ f. ἀναύδητον φατίξαιμ’ Lobeck. 737 ἰοὺ ἰού f. ἰοὺ ἰοὺ
Wecklein1894_0109.png	306 1744 2521 1818	ἰού Turnebus. 743 κέρδιον f. κέρδιστον Nauck. 747 πάρει f. πέρι
Wecklein1894_0109.png	306 1835 2521 1907	Schneidewin. 755 πέρα f. ποτέ. 756 τῇδ’ ἔθ’ f. τῇδέ θ’ Bothe. 758
Wecklein1894_0109.png	306 1923 2523 1996	κἀνόητα f. κἀνόνητα Suidas. 764 zu 515. 771 δίαν Ἀθάναν f. δίας
Wecklein1894_0109.png	301 2013 2524 2084	Ἀθάνας (aus 757) Mehlhorn. 776 τοι f. τοῖς Hermann. 782 κεῖνον
Wecklein1894_0109.png	308 2102 2523 2185	f. Τεῦκρος. 794 θυραῖός γ’ 7. θυραῖος Elmsley. 799 Αἴαντι θεσπίζει
Wecklein1894_0109.png	308 2193 1724 2263	f. Αἴαντος ἐλπίζει. - κυρεῖν f. φέρειν Enger.
Wecklein1894_0109.png	450 2281 2524 2353	801 f. ἥλιον τὸν νῦν ὃς f. ἡμέραν τὴν νῦν ὅτ’ Housman. 806
Wecklein1894_0109.png	308 2370 2525 2442	λαβεῖν f. κακήν. 822 κτανεῖν f. θανεῖν Morſtadt. 863 τροφῆς f. τρο-
Wecklein1894_0109.png	310 2459 2525 2532	φεῖς Brunck. 869 ἐφίστα τοῦ f. ἐπίσταται M. Seyffert. 879 δῆτά μοι
Wecklein1894_0109.png	310 2549 2525 2622	f. δή μοι Hermann. 884 ποταμῶν f. ποταμῶν ἴδρις geringere Hand⸗
Wecklein1894_0109.png	312 2638 2528 2710	ſchriften. 891 ἰώ f. ἰὼ ἰώ Turnebus. 896 ᾤχωκ’ f. οἴχωκ’ Chörob. in
Wecklein1894_0109.png	311 2728 959 2800	Theodoſ. S. 554, 10.
Wecklein1894_0109.png	456 2817 2530 2889	905 ἔπαθε f. ἔπραξε. 916 ’κάλυψα f. καλύψω (vgl. 535, wo La
Wecklein1894_0109.png	315 2906 2531 2977	φύλαξα corr. ex φυλάξω). 919 φλεβός f. πληγῆς. 921 ἂν βαίη μολὼν
Wecklein1894_0109.png	314 2995 2529 3068	f. εἰ βαίη μόλοι Pantazides. 947 f. ἄναυδ’ ἔργ’ f. ἄναυδον ἔργον Her⸗
Wecklein1894_0109.png	313 3084 2530 3156	mann. 956 πολύτλας f. ὁ πολύτλας Porſon. 957 τοῖσι f. τοῖς Triklinios.
Wecklein1894_0109.png	313 3167 2529 3245	966 ᾗ f. ἤ Schneidewin. 966-968 haben Leutſch und Dindorf als
Wecklein1894_0109.png	315 3263 2530 3335	unecht bezeichnet. 988 σθένουσι f. θανοῦσι M. Seyffert. 994 ὁδῶν θ’
