Wecklein1894_0007.png,173462,"{}",2,0,"{""name"":""rect"",""x"":292,""y"":331,""width"":2243,""height"":3804}","{""text"":""introduction""}"
Wecklein1894_0007.png,173462,"{}",2,1,"{""name"":""rect"",""x"":292,""y"":167,""width"":42,""height"":58}","{""text"":""page_number""}"
Wecklein1894_0016.png,162387,"{}",14,0,"{""name"":""rect"",""x"":2436,""y"":1633,""width"":84,""height"":61}","{""text"":""line_number_text""}"
Wecklein1894_0016.png,162387,"{}",14,1,"{""name"":""rect"",""x"":2438,""y"":1103,""width"":78,""height"":58}","{""text"":""line_number_text""}"
Wecklein1894_0016.png,162387,"{}",14,2,"{""name"":""rect"",""x"":2434,""y"":439,""width"":80,""height"":61}","{""text"":""line_number_text""}"
Wecklein1894_0016.png,162387,"{}",14,3,"{""name"":""rect"",""x"":293,""y"":335,""width"":2238,""height"":1393}","{""text"":""primary_text""}"
Wecklein1894_0016.png,162387,"{}",14,4,"{""name"":""rect"",""x"":1292,""y"":164,""width"":193,""height"":50}","{""text"":""title""}"
Wecklein1894_0016.png,162387,"{}",14,5,"{""name"":""rect"",""x"":2435,""y"":163,""width"":76,""height"":63}","{""text"":""page_number""}"
Wecklein1894_0016.png,162387,"{}",14,6,"{""name"":""rect"",""x"":514,""y"":2097,""width"":124,""height"":86}","{""text"":""line_number_commentary""}"
Wecklein1894_0016.png,162387,"{}",14,7,"{""name"":""rect"",""x"":635,""y"":2183,""width"":97,""height"":79}","{""text"":""line_number_commentary""}"
Wecklein1894_0016.png,162387,"{}",14,8,"{""name"":""rect"",""x"":1128,""y"":2280,""width"":90,""height"":69}","{""text"":""line_number_commentary""}"
Wecklein1894_0016.png,162387,"{}",14,9,"{""name"":""rect"",""x"":1983,""y"":2362,""width"":114,""height"":90}","{""text"":""line_number_commentary""}"
Wecklein1894_0016.png,162387,"{}",14,10,"{""name"":""rect"",""x"":2176,""y"":2900,""width"":138,""height"":83}","{""text"":""line_number_commentary""}"
Wecklein1894_0016.png,162387,"{}",14,11,"{""name"":""rect"",""x"":2169,""y"":3090,""width"":100,""height"":59}","{""text"":""line_number_commentary""}"
Wecklein1894_0016.png,162387,"{}",14,12,"{""name"":""rect"",""x"":1962,""y"":3618,""width"":86,""height"":97}","{""text"":""line_number_commentary""}"
Wecklein1894_0016.png,162387,"{}",14,13,"{""name"":""rect"",""x"":276,""y"":1745,""width"":2311,""height"":2418}","{""text"":""commentary""}"
Wecklein1894_0080.png,150209,"{}",18,0,"{""name"":""rect"",""x"":272,""y"":1957,""width"":2300,""height"":2170}","{""text"":""commentary""}"
Wecklein1894_0080.png,150209,"{}",18,1,"{""name"":""rect"",""x"":2394,""y"":1818,""width"":131,""height"":62}","{""text"":""line_number_text""}"
